ra dec j_m j_cmsig j_msigcom j_snr h_m h_cmsig h_msigcom h_snr k_m k_cmsig k_msigcom k_snr rd_flg dist angle j_h h_k j_k
75.919455 25.264242 14.539 0.033 0.035 57.1 14.044 0.046 0.047 38.6 13.533 0.036 40.1 AAA 222 555.54331 309.770824 0.4950 0.5110 1.0060
75.856046 25.265125 15.217 0.045 0.046 30.6 14.587 0.052 0.052 23.4 14.419 0.065 17.7 AAA 222 728.000086 299.530343 0.6300 0.1680 0.7980
76.277568 25.27574 17.005 0.190 0.190 5.9 16.107 0.210 0.211 5.2 15.992 0.222 4.5 CCD 222 838.828421 61.737196 0.8980 0.1150 1.0130
76.256491 25.265135 16.568 0.116 0.117 8.8 15.312 0.101 0.101 10.8 14.89 0.093 12.3 BAA 222 760.317568 61.832311 1.2560 0.4220 1.6780
76.256491 25.265135 16.568 0.116 0.117 8.8 15.312 0.101 0.101 10.8 14.89 0.093 12.3 BAA 222 760.317568 61.832311 1.2560 0.4220 1.6780
76.234587 25.260887 14.516 0.032 0.034 58.4 13.779 0.046 0.047 44.4 13.432 0.034 47.2 AAA 222 690.494346 60.165866 0.7370 0.3470 1.0840
76.14709 25.259958 16.616 0.124 0.124 8.7 15.8 0.150 0.150 6.9 15.328 0.134 8.2 BCB 222 462.79951 42.744657 0.8160 0.4720 1.2880
76.01736 25.267897 14.9 0.031 0.033 41.0 13.631 0.035 0.036 58.4 13.17 0.019 56.0 AAA 222 383.930446 343.62366 1.2690 0.4610 1.7300
75.998215 25.271872 17.055 0.211 0.211 5.6 15.569 0.119 0.120 9.8 14.955 0.113 10.8 CBB 222 418.976505 335.976585 1.4860 0.6140 2.1000
75.856046 25.265125 15.217 0.045 0.046 30.6 14.587 0.052 0.052 23.4 14.419 0.065 17.7 AAA 222 728.000086 299.530343 0.6300 0.1680 0.7980
76.256491 25.265135 16.568 0.116 0.117 8.8 15.312 0.101 0.101 10.8 14.89 0.093 12.3 BAA 222 760.317568 61.832311 1.2560 0.4220 1.6780
76.04548 25.263346 12.541 0.019 0.022 359.8 11.391 0.029 0.030 459.7 10.936 0.019 438.6 AAA 222 352.353972 357.28315 1.1500 0.4550 1.6050
76.15343 25.26915 14.072 0.026 0.029 90.9 13.172 0.031 0.032 77.6 12.859 0.027 80.0 AAA 222 501.15899 41.906597 0.9000 0.3130 1.2130
76.04548 25.263346 12.541 0.019 0.022 359.8 11.391 0.029 0.030 459.7 10.936 0.019 438.6 AAA 222 352.353972 357.28315 1.1500 0.4550 1.6050
76.108515 25.269085 14.481 0.038 0.040 62.4 13.499 0.040 0.041 57.5 13.128 0.024 62.4 AAA 222 417.62536 26.832818 0.9820 0.3710 1.3530
75.902509 25.265774 16.032 0.084 0.085 14.4 15.025 0.081 0.082 15.6 15.055 0.114 9.9 AAB 222 602.306521 306.819949 1.0070 -0.0300 0.9770
76.219033 25.270357 15.844 0.059 0.060 17.8 15.081 0.083 0.084 13.4 14.843 0.082 12.9 AAA 222 665.709849 55.450053 0.7630 0.2380 1.0010
76.234587 25.260887 14.516 0.032 0.034 58.4 13.779 0.046 0.047 44.4 13.432 0.034 47.2 AAA 222 690.494346 60.165866 0.7370 0.3470 1.0840
75.893534 25.27035 16.447 0.117 0.117 9.8 15.672 0.134 0.134 8.6 15.447 0.149 6.9 BBC 222 635.588674 306.433621 0.7750 0.2250 1.0000
76.219033 25.270357 15.844 0.059 0.060 17.8 15.081 0.083 0.084 13.4 14.843 0.082 12.9 AAA 222 665.709849 55.450053 0.7630 0.2380 1.0010
76.189549 25.267544 17.833 null null null 16.069 null null null 15.454 0.155 7.3 UUB 2 582.675344 50.922213 - - -
76.234587 25.260887 14.516 0.032 0.034 58.4 13.779 0.046 0.047 44.4 13.432 0.034 47.2 AAA 222 690.494346 60.165866 0.7370 0.3470 1.0840
76.095685 25.265575 16.425 0.104 0.104 10.4 15.798 0.161 0.161 6.9 15.488 0.143 7.1 ACB 222 388.766603 22.17697 0.6270 0.3100 0.9370
76.050213 25.261808 17.115 0.208 0.208 5.3 16.571 0.282 0.282 3.9 15.887 0.241 4.6 CDD 222 346.423213 359.786226 0.5440 0.6840 1.2280
75.902509 25.265774 16.032 0.084 0.085 14.4 15.025 0.081 0.082 15.6 15.055 0.114 9.9 AAB 222 602.306521 306.819949 1.0070 -0.0300 0.9770
76.208168 25.265606 16.891 0.151 0.151 6.8 16.364 0.253 0.254 4.1 15.725 0.198 5.7 CDC 222 626.897576 54.908435 0.5270 0.6390 1.1660
76.246583 25.269733 16.54 0.122 0.123 9.1 15.977 0.176 0.176 5.9 15.687 0.202 5.9 BCC 222 740.250356 59.526055 0.5630 0.2900 0.8530
75.998215 25.271872 17.055 0.211 0.211 5.6 15.569 0.119 0.120 9.8 14.955 0.113 10.8 CBB 222 418.976505 335.976585 1.4860 0.6140 2.1000
76.075195 25.265917 17.505 0.274 0.274 3.7 16.211 0.194 0.194 5.4 15.885 0.229 4.6 DCD 222 369.981811 12.49374 1.2940 0.3260 1.6200
76.189549 25.267544 17.833 null null null 16.069 null null null 15.454 0.155 7.3 UUB 2 582.675344 50.922213 - - -
75.848543 25.268291 16.232 0.098 0.099 12.0 15.511 0.108 0.109 10.0 15.193 0.134 8.7 ABB 222 754.877301 299.372248 0.7210 0.3180 1.0390
75.848543 25.268291 16.232 0.098 0.099 12.0 15.511 0.108 0.109 10.0 15.193 0.134 8.7 ABB 222 754.877301 299.372248 0.7210 0.3180 1.0390
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
76.095685 25.265575 16.425 0.104 0.104 10.4 15.798 0.161 0.161 6.9 15.488 0.143 7.1 ACB 222 388.766603 22.17697 0.6270 0.3100 0.9370
76.201937 25.267216 15.412 0.056 0.058 26.5 14.67 0.068 0.069 19.5 14.248 0.060 22.2 AAA 222 613.831207 53.378468 0.7420 0.4220 1.1640
76.112204 25.270191 15.529 0.054 0.055 23.8 14.79 0.070 0.071 17.5 14.511 0.067 17.5 AAA 222 426.696349 28.030024 0.7390 0.2790 1.0180
76.268626 25.267845 15.687 0.060 0.061 19.8 14.894 0.076 0.076 15.9 14.833 0.087 13.0 AAA 222 799.82894 62.547715 0.7930 0.0610 0.8540
76.01736 25.267897 14.9 0.031 0.033 41.0 13.631 0.035 0.036 58.4 13.17 0.019 56.0 AAA 222 383.930446 343.62366 1.2690 0.4610 1.7300
76.208168 25.265606 16.891 0.151 0.151 6.8 16.364 0.253 0.254 4.1 15.725 0.198 5.7 CDC 222 626.897576 54.908435 0.5270 0.6390 1.1660
76.268626 25.267845 15.687 0.060 0.061 19.8 14.894 0.076 0.076 15.9 14.833 0.087 13.0 AAA 222 799.82894 62.547715 0.7930 0.0610 0.8540
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
76.246583 25.269733 16.54 0.122 0.123 9.1 15.977 0.176 0.176 5.9 15.687 0.202 5.9 BCC 222 740.250356 59.526055 0.5630 0.2900 0.8530
75.967755 25.275034 17.216 0.229 0.230 4.8 16.016 0.162 0.162 6.5 15.108 0.125 9.4 DCB 222 477.576569 325.613289 1.2000 0.9080 2.1080
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
76.189549 25.267544 17.833 null null null 16.069 null null null 15.454 0.155 7.3 UUB 2 582.675344 50.922213 - - -
75.967755 25.275034 17.216 0.229 0.230 4.8 16.016 0.162 0.162 6.5 15.108 0.125 9.4 DCB 222 477.576569 325.613289 1.2000 0.9080 2.1080
76.189549 25.267544 17.833 null null null 16.069 null null null 15.454 0.155 7.3 UUB 2 582.675344 50.922213 - - -
76.04548 25.263346 12.541 0.019 0.022 359.8 11.391 0.029 0.030 459.7 10.936 0.019 438.6 AAA 222 352.353972 357.28315 1.1500 0.4550 1.6050
76.208168 25.265606 16.891 0.151 0.151 6.8 16.364 0.253 0.254 4.1 15.725 0.198 5.7 CDC 222 626.897576 54.908435 0.5270 0.6390 1.1660
75.911353 25.273611 15.909 0.071 0.072 16.2 15.233 0.098 0.098 12.9 14.821 0.099 12.2 AAA 222 597.453143 310.642842 0.6760 0.4120 1.0880
76.04548 25.263346 12.541 0.019 0.022 359.8 11.391 0.029 0.030 459.7 10.936 0.019 438.6 AAA 222 352.353972 357.28315 1.1500 0.4550 1.6050
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
75.967755 25.275034 17.216 0.229 0.230 4.8 16.016 0.162 0.162 6.5 15.108 0.125 9.4 DCB 222 477.576569 325.613289 1.2000 0.9080 2.1080
76.075195 25.265917 17.505 0.274 0.274 3.7 16.211 0.194 0.194 5.4 15.885 0.229 4.6 DCD 222 369.981811 12.49374 1.2940 0.3260 1.6200
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
76.15343 25.26915 14.072 0.026 0.029 90.9 13.172 0.031 0.032 77.6 12.859 0.027 80.0 AAA 222 501.15899 41.906597 0.9000 0.3130 1.2130
75.856046 25.265125 15.217 0.045 0.046 30.6 14.587 0.052 0.052 23.4 14.419 0.065 17.7 AAA 222 728.000086 299.530343 0.6300 0.1680 0.7980
75.902509 25.265774 16.032 0.084 0.085 14.4 15.025 0.081 0.082 15.6 15.055 0.114 9.9 AAB 222 602.306521 306.819949 1.0070 -0.0300 0.9770
75.81629 25.268282 16.293 0.098 0.099 11.4 15.573 0.133 0.133 9.4 15.282 0.140 8.0 ABB 222 848.006368 295.898548 0.7200 0.2910 1.0110
76.165898 25.270708 16.361 0.106 0.107 11.0 15.651 0.138 0.138 7.9 15.315 0.132 8.3 ABB 222 533.121133 44.74897 0.7100 0.3360 1.0460
76.201937 25.267216 15.412 0.056 0.058 26.5 14.67 0.068 0.069 19.5 14.248 0.060 22.2 AAA 222 613.831207 53.378468 0.7420 0.4220 1.1640
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
76.112204 25.270191 15.529 0.054 0.055 23.8 14.79 0.070 0.071 17.5 14.511 0.067 17.5 AAA 222 426.696349 28.030024 0.7390 0.2790 1.0180
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
75.848543 25.268291 16.232 0.098 0.099 12.0 15.511 0.108 0.109 10.0 15.193 0.134 8.7 ABB 222 754.877301 299.372248 0.7210 0.3180 1.0390
75.81629 25.268282 16.293 0.098 0.099 11.4 15.573 0.133 0.133 9.4 15.282 0.140 8.0 ABB 222 848.006368 295.898548 0.7200 0.2910 1.0110
76.189549 25.267544 17.833 null null null 16.069 null null null 15.454 0.155 7.3 UUB 2 582.675344 50.922213 - - -
76.124335 25.271029 16.183 0.095 0.096 13.0 15.688 0.141 0.141 7.7 15.357 0.134 8.0 ABB 222 449.180734 32.298372 0.4950 0.3310 0.8260
75.919455 25.264242 14.539 0.033 0.035 57.1 14.044 0.046 0.047 38.6 13.533 0.036 40.1 AAA 222 555.54331 309.770824 0.4950 0.5110 1.0060
75.832079 25.262859 16.08 0.080 0.081 13.8 15.302 0.101 0.102 12.1 15.15 0.117 9.1 AAB 222 793.245033 296.245067 0.7780 0.1520 0.9300
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
76.06399 25.269161 15.991 0.070 0.071 15.0 15.428 0.104 0.104 11.2 15.079 0.114 9.7 AAB 222 375.429277 6.662713 0.5630 0.3490 0.9120
75.919455 25.264242 14.539 0.033 0.035 57.1 14.044 0.046 0.047 38.6 13.533 0.036 40.1 AAA 222 555.54331 309.770824 0.4950 0.5110 1.0060
76.112204 25.270191 15.529 0.054 0.055 23.8 14.79 0.070 0.071 17.5 14.511 0.067 17.5 AAA 222 426.696349 28.030024 0.7390 0.2790 1.0180
76.01736 25.267897 14.9 0.031 0.033 41.0 13.631 0.035 0.036 58.4 13.17 0.019 56.0 AAA 222 383.930446 343.62366 1.2690 0.4610 1.7300
76.256491 25.265135 16.568 0.116 0.117 8.8 15.312 0.101 0.101 10.8 14.89 0.093 12.3 BAA 222 760.317568 61.832311 1.2560 0.4220 1.6780
76.246583 25.269733 16.54 0.122 0.123 9.1 15.977 0.176 0.176 5.9 15.687 0.202 5.9 BCC 222 740.250356 59.526055 0.5630 0.2900 0.8530
75.998215 25.271872 17.055 0.211 0.211 5.6 15.569 0.119 0.120 9.8 14.955 0.113 10.8 CBB 222 418.976505 335.976585 1.4860 0.6140 2.1000
76.246583 25.269733 16.54 0.122 0.123 9.1 15.977 0.176 0.176 5.9 15.687 0.202 5.9 BCC 222 740.250356 59.526055 0.5630 0.2900 0.8530
76.268626 25.267845 15.687 0.060 0.061 19.8 14.894 0.076 0.076 15.9 14.833 0.087 13.0 AAA 222 799.82894 62.547715 0.7930 0.0610 0.8540
76.112204 25.270191 15.529 0.054 0.055 23.8 14.79 0.070 0.071 17.5 14.511 0.067 17.5 AAA 222 426.696349 28.030024 0.7390 0.2790 1.0180
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
76.075195 25.265917 17.505 0.274 0.274 3.7 16.211 0.194 0.194 5.4 15.885 0.229 4.6 DCD 222 369.981811 12.49374 1.2940 0.3260 1.6200
75.848543 25.268291 16.232 0.098 0.099 12.0 15.511 0.108 0.109 10.0 15.193 0.134 8.7 ABB 222 754.877301 299.372248 0.7210 0.3180 1.0390
76.114247 25.274755 16.772 0.136 0.137 7.6 15.594 0.136 0.136 8.3 15.343 0.129 8.1 BBB 222 444.327976 27.790345 1.1780 0.2510 1.4290
76.208168 25.265606 16.891 0.151 0.151 6.8 16.364 0.253 0.254 4.1 15.725 0.198 5.7 CDC 222 626.897576 54.908435 0.5270 0.6390 1.1660
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
76.219033 25.270357 15.844 0.059 0.060 17.8 15.081 0.083 0.084 13.4 14.843 0.082 12.9 AAA 222 665.709849 55.450053 0.7630 0.2380 1.0010
75.893534 25.27035 16.447 0.117 0.117 9.8 15.672 0.134 0.134 8.6 15.447 0.149 6.9 BBC 222 635.588674 306.433621 0.7750 0.2250 1.0000
75.982878 25.281048 17.226 0.215 0.215 4.8 15.515 0.125 0.125 10.3 14.831 0.096 12.1 DBA 222 470.587074 332.061415 1.7110 0.6840 2.3950
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
75.967755 25.275034 17.216 0.229 0.230 4.8 16.016 0.162 0.162 6.5 15.108 0.125 9.4 DCB 222 477.576569 325.613289 1.2000 0.9080 2.1080
76.165898 25.270708 16.361 0.106 0.107 11.0 15.651 0.138 0.138 7.9 15.315 0.132 8.3 ABB 222 533.121133 44.74897 0.7100 0.3360 1.0460
76.268626 25.267845 15.687 0.060 0.061 19.8 14.894 0.076 0.076 15.9 14.833 0.087 13.0 AAA 222 799.82894 62.547715 0.7930 0.0610 0.8540
76.15343 25.26915 14.072 0.026 0.029 90.9 13.172 0.031 0.032 77.6 12.859 0.027 80.0 AAA 222 501.15899 41.906597 0.9000 0.3130 1.2130
76.219033 25.270357 15.844 0.059 0.060 17.8 15.081 0.083 0.084 13.4 14.843 0.082 12.9 AAA 222 665.709849 55.450053 0.7630 0.2380 1.0010
76.01736 25.267897 14.9 0.031 0.033 41.0 13.631 0.035 0.036 58.4 13.17 0.019 56.0 AAA 222 383.930446 343.62366 1.2690 0.4610 1.7300
76.124329 25.274755 14.504 0.033 0.035 61.1 13.841 0.040 0.041 41.9 13.559 0.034 42.0 AAA 222 460.560691 31.403869 0.6630 0.2820 0.9450
75.863965 25.271017 16.08 0.072 0.073 13.8 15.503 0.101 0.102 10.1 15.443 0.158 6.9 AAC 222 716.656032 302.021191 0.5770 0.0600 0.6370
76.237035 25.265886 15.888 0.084 0.084 16.5 15.043 0.105 0.105 13.9 14.687 0.082 14.8 AAA 222 706.441352 59.219473 0.8450 0.3560 1.2010
76.106269 25.274437 14.572 0.031 0.034 57.4 13.828 0.039 0.040 42.4 13.448 0.034 46.5 AAA 222 431.77973 24.811779 0.7440 0.3800 1.1240
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.268626 25.267845 15.687 0.060 0.061 19.8 14.894 0.076 0.076 15.9 14.833 0.087 13.0 AAA 222 799.82894 62.547715 0.7930 0.0610 0.8540
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
75.998215 25.271872 17.055 0.211 0.211 5.6 15.569 0.119 0.120 9.8 14.955 0.113 10.8 CBB 222 418.976505 335.976585 1.4860 0.6140 2.1000
75.982878 25.281048 17.226 0.215 0.215 4.8 15.515 0.125 0.125 10.3 14.831 0.096 12.1 DBA 222 470.587074 332.061415 1.7110 0.6840 2.3950
75.863965 25.271017 16.08 0.072 0.073 13.8 15.503 0.101 0.102 10.1 15.443 0.158 6.9 AAC 222 716.656032 302.021191 0.5770 0.0600 0.6370
76.246583 25.269733 16.54 0.122 0.123 9.1 15.977 0.176 0.176 5.9 15.687 0.202 5.9 BCC 222 740.250356 59.526055 0.5630 0.2900 0.8530
76.277568 25.27574 17.005 0.190 0.190 5.9 16.107 0.210 0.211 5.2 15.992 0.222 4.5 CCD 222 838.828421 61.737196 0.8980 0.1150 1.0130
75.81629 25.268282 16.293 0.098 0.099 11.4 15.573 0.133 0.133 9.4 15.282 0.140 8.0 ABB 222 848.006368 295.898548 0.7200 0.2910 1.0110
76.035682 25.274878 16.86 0.155 0.156 6.7 16.404 0.256 0.256 4.5 15.948 0.256 4.3 CDD 222 396.465078 352.959335 0.4560 0.4560 0.9120
76.277568 25.27574 17.005 0.190 0.190 5.9 16.107 0.210 0.211 5.2 15.992 0.222 4.5 CCD 222 838.828421 61.737196 0.8980 0.1150 1.0130
76.246583 25.269733 16.54 0.122 0.123 9.1 15.977 0.176 0.176 5.9 15.687 0.202 5.9 BCC 222 740.250356 59.526055 0.5630 0.2900 0.8530
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
75.81629 25.268282 16.293 0.098 0.099 11.4 15.573 0.133 0.133 9.4 15.282 0.140 8.0 ABB 222 848.006368 295.898548 0.7200 0.2910 1.0110
76.248512 25.276876 15.757 0.065 0.066 18.6 15.071 0.091 0.092 13.5 14.735 0.081 14.2 AAA 222 758.913927 58.091093 0.6860 0.3360 1.0220
76.069424 25.273092 16.501 0.117 0.117 9.4 15.628 0.108 0.108 9.3 15.318 0.140 7.8 BBB 222 391.863508 8.992086 0.8730 0.3100 1.1830
76.106269 25.274437 14.572 0.031 0.034 57.4 13.828 0.039 0.040 42.4 13.448 0.034 46.5 AAA 222 431.77973 24.811779 0.7440 0.3800 1.1240
76.277568 25.27574 17.005 0.190 0.190 5.9 16.107 0.210 0.211 5.2 15.992 0.222 4.5 CCD 222 838.828421 61.737196 0.8980 0.1150 1.0130
76.237035 25.265886 15.888 0.084 0.084 16.5 15.043 0.105 0.105 13.9 14.687 0.082 14.8 AAA 222 706.441352 59.219473 0.8450 0.3560 1.2010
75.863965 25.271017 16.08 0.072 0.073 13.8 15.503 0.101 0.102 10.1 15.443 0.158 6.9 AAC 222 716.656032 302.021191 0.5770 0.0600 0.6370
75.918185 25.275801 12.725 0.021 0.024 303.7 11.61 0.028 0.029 363.0 11.194 0.021 345.8 AAA 222 586.048871 312.643225 1.1150 0.4160 1.5310
75.967755 25.275034 17.216 0.229 0.230 4.8 16.016 0.162 0.162 6.5 15.108 0.125 9.4 DCB 222 477.576569 325.613289 1.2000 0.9080 2.1080
76.075195 25.265917 17.505 0.274 0.274 3.7 16.211 0.194 0.194 5.4 15.885 0.229 4.6 DCD 222 369.981811 12.49374 1.2940 0.3260 1.6200
76.106269 25.274437 14.572 0.031 0.034 57.4 13.828 0.039 0.040 42.4 13.448 0.034 46.5 AAA 222 431.77973 24.811779 0.7440 0.3800 1.1240
75.911353 25.273611 15.909 0.071 0.072 16.2 15.233 0.098 0.098 12.9 14.821 0.099 12.2 AAA 222 597.453143 310.642842 0.6760 0.4120 1.0880
75.999136 25.280424 15.95 0.073 0.074 15.6 14.69 0.059 0.060 22.0 14.116 0.055 23.4 AAA 222 446.132245 337.939684 1.2600 0.5740 1.8340
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
75.831037 25.274048 15.497 0.066 0.067 23.6 14.91 0.075 0.075 17.4 14.652 0.076 14.3 AAA 222 814.781238 298.683239 0.5870 0.2580 0.8450
75.998215 25.271872 17.055 0.211 0.211 5.6 15.569 0.119 0.120 9.8 14.955 0.113 10.8 CBB 222 418.976505 335.976585 1.4860 0.6140 2.1000
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
76.219033 25.270357 15.844 0.059 0.060 17.8 15.081 0.083 0.084 13.4 14.843 0.082 12.9 AAA 222 665.709849 55.450053 0.7630 0.2380 1.0010
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
76.219033 25.270357 15.844 0.059 0.060 17.8 15.081 0.083 0.084 13.4 14.843 0.082 12.9 AAA 222 665.709849 55.450053 0.7630 0.2380 1.0010
75.819176 25.272436 16.02 0.079 0.079 14.6 15.516 0.114 0.114 9.9 15.472 0.166 6.7 ABC 222 846.238033 297.087078 0.5040 0.0440 0.5480
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
76.048087 25.269718 12.149 0.017 0.021 516.2 11.031 0.029 0.030 640.5 10.59 0.017 603.1 AAA 222 374.986843 358.744901 1.1180 0.4410 1.5590
75.859563 25.272602 15.057 0.034 0.036 35.5 14.011 0.042 0.043 39.8 13.63 0.039 36.7 AAA 222 731.840679 301.806727 1.0460 0.3810 1.4270
76.17663 25.26848 16.456 0.102 0.102 10.1 15.801 0.156 0.157 6.9 15.375 0.137 7.9 ACB 222 552.88738 47.905351 0.6550 0.4260 1.0810
76.148249 25.274471 15.056 0.041 0.043 36.7 14.324 0.055 0.056 26.9 14.099 0.053 25.5 AAA 222 504.767828 39.028013 0.7320 0.2250 0.9570
75.831037 25.274048 15.497 0.066 0.067 23.6 14.91 0.075 0.075 17.4 14.652 0.076 14.3 AAA 222 814.781238 298.683239 0.5870 0.2580 0.8450
76.124329 25.274755 14.504 0.033 0.035 61.1 13.841 0.040 0.041 41.9 13.559 0.034 42.0 AAA 222 460.560691 31.403869 0.6630 0.2820 0.9450
75.852878 25.274221 17.249 0.213 0.213 4.7 16.554 0.266 0.266 3.8 15.661 0.180 5.7 DDC 222 753.444259 301.313516 0.6950 0.8930 1.5880
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.106269 25.274437 14.572 0.031 0.034 57.4 13.828 0.039 0.040 42.4 13.448 0.034 46.5 AAA 222 431.77973 24.811779 0.7440 0.3800 1.1240
76.114247 25.274755 16.772 0.136 0.137 7.6 15.594 0.136 0.136 8.3 15.343 0.129 8.1 BBB 222 444.327976 27.790345 1.1780 0.2510 1.4290
76.182377 25.279053 15.156 0.054 0.055 33.5 14.284 0.053 0.054 27.9 13.963 0.042 28.9 AAA 222 592.47975 46.383009 0.8720 0.3210 1.1930
76.148249 25.274471 15.056 0.041 0.043 36.7 14.324 0.055 0.056 26.9 14.099 0.053 25.5 AAA 222 504.767828 39.028013 0.7320 0.2250 0.9570
75.886117 25.278984 15.738 0.065 0.066 18.9 15.212 0.081 0.082 13.2 14.86 0.087 11.8 AAA 222 673.54651 307.344964 0.5260 0.3520 0.8780
75.967755 25.275034 17.216 0.229 0.230 4.8 16.016 0.162 0.162 6.5 15.108 0.125 9.4 DCB 222 477.576569 325.613289 1.2000 0.9080 2.1080
76.089298 25.279129 15.488 0.057 0.058 23.8 14.896 0.066 0.067 18.2 14.6 0.078 15.0 AAA 222 427.754252 17.122771 0.5920 0.2960 0.8880
76.246583 25.269733 16.54 0.122 0.123 9.1 15.977 0.176 0.176 5.9 15.687 0.202 5.9 BCC 222 740.250356 59.526055 0.5630 0.2900 0.8530
76.035682 25.274878 16.86 0.155 0.156 6.7 16.404 0.256 0.256 4.5 15.948 0.256 4.3 CDD 222 396.465078 352.959335 0.4560 0.4560 0.9120
76.197365 25.275202 16.045 0.080 0.081 14.8 15.16 0.098 0.098 12.4 15.376 0.139 7.9 AAB 222 619.824342 50.422932 0.8850 -0.2160 0.6690
75.911353 25.273611 15.909 0.071 0.072 16.2 15.233 0.098 0.098 12.9 14.821 0.099 12.2 AAA 222 597.453143 310.642842 0.6760 0.4120 1.0880
76.197365 25.275202 16.045 0.080 0.081 14.8 15.16 0.098 0.098 12.4 15.376 0.139 7.9 AAB 222 619.824342 50.422932 0.8850 -0.2160 0.6690
75.893534 25.27035 16.447 0.117 0.117 9.8 15.672 0.134 0.134 8.6 15.447 0.149 6.9 BBC 222 635.588674 306.433621 0.7750 0.2250 1.0000
76.197365 25.275202 16.045 0.080 0.081 14.8 15.16 0.098 0.098 12.4 15.376 0.139 7.9 AAB 222 619.824342 50.422932 0.8850 -0.2160 0.6690
76.212283 25.276024 15.393 0.057 0.059 26.9 14.71 0.060 0.060 18.8 14.299 0.062 21.2 AAA 222 659.794399 52.908564 0.6830 0.4110 1.0940
75.863965 25.271017 16.08 0.072 0.073 13.8 15.503 0.101 0.102 10.1 15.443 0.158 6.9 AAC 222 716.656032 302.021191 0.5770 0.0600 0.6370
76.219033 25.270357 15.844 0.059 0.060 17.8 15.081 0.083 0.084 13.4 14.843 0.082 12.9 AAA 222 665.709849 55.450053 0.7630 0.2380 1.0010
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.277568 25.27574 17.005 0.190 0.190 5.9 16.107 0.210 0.211 5.2 15.992 0.222 4.5 CCD 222 838.828421 61.737196 0.8980 0.1150 1.0130
